0	1.92	s1
1.92	8.52	1a
8.52	10.6	1b
10.6	11.42	1c
11.42	13.52	1d
13.52	19.5	2a
19.5	22.66	2b
22.66	26.14	3a
26.14	27.08	3b
27.08	29.98	3c
29.98	33.56	3d
33.56	36.1	4a
36.1	38.66	4b
38.66	41.84	4c
41.84	44.82	4d
44.82	48.08	4e
48.08	50.28	4f
50.28	53.9	5a
53.9	59.4	5b
59.4	60.74	6a
60.74	63.18	6b
63.18	65.56	6c
65.56	68.42	6d
68.42	71.78	6e
71.78	73.6	6f
73.6	76	6g
76	78.04	6h
78.04	81.44	6i
81.44	82.62	6j
82.62	84.52	6k
84.52	85.96	7a
85.96	86.62	7b
86.62	90.04	7c
90.04	92.04	7d
92.04	95.78	7e
95.78	97.44	7f
97.44	100.1	8a
100.1	102.92	8b
102.92	105.1	8c
105.1	107.28	9a
107.28	110.68	9b
110.68	113.38	9c
113.38	115	10a
115	116.04	10b
116.04	118.48	10c
118.48	121.4	10d
121.4	125.64	10e
125.64	128.2	10f
128.2	130	10g
130	131.44	11a
131.44	135.18	11b
135.18	138.32	s2
138.32	145.66	11c
145.66	150.78	11d
150.78	155.34	12a
155.34	161.46	12b
161.46	165.44	13a
165.44	167.94	13b
167.94	171.46	13c
171.46	179.5	14a
179.5	181.38	14b
181.38	185.8	15a
185.8	186.8	15b
186.8	188.86	15c
188.86	192.02	15d
192.02	194.48	16a
194.48	197.52	16b
197.52	200.9	16c
200.9	203.9	16d
203.9	203.96	16e
203.96	208.06	17a
208.06	211.38	17b
211.38	216.06	17c
216.06	218.16	s3
218.16	222.82	18a
222.82	226.08	18b
226.08	229	18c
229	231.02	18d
231.02	235.54	18e
235.54	237.68	19a
237.68	239.9	19b
239.9	243.68	19c
243.68	251.42	19d
251.42	256.68	20
256.68	259.9	21a
259.9	261.8	21b
261.8	263.78	21c
263.78	265.34	21d
265.34	271.96	21e
271.96	275.06	21f
275.06	281.28	22
281.28	283.78	s4
283.78	286.74	23a
286.74	292.38	23b
292.38	293.2	23c
293.2	295.24	23d
295.24	299.16	23e
299.16	303.56	24a
303.56	305.42	24b
305.42	306.84	24c
306.84	308.82	24d
308.82	310.16	24e
310.16	313.68	24f
313.68	318.18	24g
318.18	320.52	25a
320.52	321.82	25b
321.82	323.48	25c
323.48	324.96	25d
324.96	330.56	25e
